D,time,timebarup,timebardown
4,0.00017033333333333334,0.00023866666666666668,0.00011933333333333335
8,0.003992333333333333,0.0032976666666666666,0.0017523333333333332
12,0.044664666666666665,0.060172333333333335,0.030112666666666663
16,1.2072553333333333,0.9194106666666668,0.4742033333333333
20,10.633232333333332,8.917975666666667,4.736996333333332
24,183.924547,23.58020400000001,19.759326999999985
28,237.92117199999998,6.281010000000009,6.543851999999987
30,951.684688,6.281010000000009,6.543851999999987
